gene	alpha	cvm	lambda.iteration	lambda.min	n.snps	R2	pval
TUBB8	NA	NA	NA	NA	0	NA	NA
ZMYND11	NA	NA	NA	NA	0	NA	NA
DIP2C	NA	NA	NA	NA	0	NA	NA
PRR26	0.95	0.991087516060002	19	0.0876111561597154	31	0.0215480767529201	0.0141190049984185
LARP4B	0.95	0.995932704886563	5	0.196150796905924	1	0.000811725078022444	0.635607103682645
AL359878.1	0.95	0.988282676848743	9	0.161832924490748	8	0.00823687513985691	0.130467412276249
GTPBP4	0.95	0.991625714688471	7	0.188552613819826	3	0.00481005682139646	0.248238009545109
IDI2	NA	NA	NA	NA	0	NA	NA
IDI1	NA	NA	NA	NA	0	NA	NA
WDR37	0.95	0.994648813296366	11	0.151222043219321	10	0.00454403874198457	0.261784970125832
ADARB2	0.95	0.854367795906823	30	0.113367790629396	29	0.14363981284561	5.83120536633514e-11
PFKP	0.95	0.998938774901527	5	0.186179985412502	4	0.000259352310030896	0.788848248255112
PITRM1	0.95	0.997845230220177	17	0.122039686265345	40	0.0218007410358847	0.0135594669532069
KLF6	NA	NA	NA	NA	0	NA	NA
AKR1E2	0.95	0.943468081997314	15	0.160920375125874	9	0.0575955932776703	5.12210950290046e-05
AKR1C1	0.95	0.934219937183626	19	0.152138847756464	11	0.0630192550059797	2.21102903732454e-05
AKR1C2	0.95	0.920722853833107	16	0.169559333380705	6	0.085999854873174	6.15041823639362e-07
AKR1C3	0.95	0.924647072118242	16	0.138566273547302	19	0.0768918125368366	2.55761148585487e-06
AKR1CL1	0.95	0.963499744761092	14	0.164250035183209	9	0.0336650278456583	0.00209003366165246
AKR1C4	0.95	0.988591420092765	17	0.119548950536931	27	0.0156295586041965	0.036884894297012
UCN3	0.95	0.979411146990637	17	0.102920139448746	45	0.0245436984253116	0.00876037197382522
TUBAL3	0.95	0.919637827715786	24	0.12900631144344	25	0.077489953133579	2.3296731947125e-06
NET1	0.95	0.997166253056486	7	0.177187657375075	9	0.00257794155255439	0.398210747031481
CALML5	0.95	1.00491111762704	2	0.200486769196569	1	0.0164095256860611	0.0324437910487282
CALML3	NA	NA	NA	NA	0	NA	NA
ASB13	0.95	0.998186916365427	6	0.193810082780948	4	0.000291687521489241	0.776400261947253
FAM208B	NA	NA	NA	NA	0	NA	NA
GDI2	0.95	0.95906087595522	17	0.15283584317219	9	0.0375025209249653	0.00115001929613959
ANKRD16	0.95	0.99147511982318	14	0.116980750060043	36	0.0140249855099211	0.0481319144209617
FBXO18	NA	NA	NA	NA	0	NA	NA
IL15RA	NA	NA	NA	NA	0	NA	NA
IL2RA	NA	NA	NA	NA	0	NA	NA
RBM17	0.95	0.997579971148497	8	0.146339555091376	14	0.00262535954196715	0.393900295273685
PFKFB3	0.95	0.975103892048781	16	0.131061286165539	19	0.0241948397736427	0.00925902390400785
AL137145.1	0.95	0.996964812790342	11	0.14867395925848	16	0.00581769094438428	0.204029528546273
DKFZP667F0711	0.95	1.00087656109251	5	0.181682840043544	4	1.24511996569026e-06	0.985196350321828
PRKCQ	NA	NA	NA	NA	0	NA	NA
SFMBT2	NA	NA	NA	NA	0	NA	NA
ITIH5	0.95	0.967252686175004	10	0.201301001138872	3	0.0369204200799743	0.00125892950202702
ITIH2	0.95	0.969617046403406	13	0.178311197827528	6	0.027342670466764	0.00562843143706038
KIN	0.95	0.990810181723255	8	0.170173104686149	8	0.00575973878440466	0.206303893548046
ATP5C1	0.95	0.964223696223809	11	0.195778285524203	1	0.0416755573877139	0.000601802610834681
TAF3	0.95	1.00575265615144	8	0.17246423251903	3	0.000267574495188961	0.78560736001771
GATA3	NA	NA	NA	NA	0	NA	NA
CELF2	0.95	0.989564017895783	11	0.161077087387076	8	0.00770270498246424	0.143684534028147
USP6NL	0.95	0.971740040775838	12	0.155041843338466	7	0.0248819061285897	0.00830301253411768
ECHDC3	0.95	0.878702937146134	25	0.11542172598613	35	0.119914417591337	2.79776772855309e-09
PROSER2	NA	NA	NA	NA	0	NA	NA
UPF2	0.95	1.00114490700682	7	0.171817820489549	5	0.000243663258969553	0.795188602156587
DHTKD1	NA	NA	NA	NA	0	NA	NA
SEC61A2	0.95	0.992074925690528	9	0.184811251124929	4	0.00516015397023064	0.231686126593218
NUDT5	0.95	0.999522368383928	10	0.161633728554317	9	0.00162053427584762	0.503075741638601
CDC123	0.95	1.00732469356043	5	0.17345287156429	4	0.00464475840932404	0.256551563269316
CAMK1D	0.95	0.8205536170897	27	0.146650841988419	9	0.185383308881323	5.08995598040683e-14
CCDC3	0.95	0.929882428559608	14	0.206309353333528	3	0.0812796235567213	1.28857278403483e-06
OPTN	0.95	0.989852659366694	14	0.124975818027108	27	0.0122108688471929	0.0653111387799719
MCM10	NA	NA	NA	NA	0	NA	NA
UCMA	NA	NA	NA	NA	0	NA	NA
PHYH	0.95	0.921832214579369	15	0.181690601240746	5	0.0877833141745335	4.64812392080226e-07
AL138764.1	NA	NA	NA	NA	0	NA	NA
SEPHS1	0.95	0.990677276720848	9	0.145794204857501	10	0.00651481109697332	0.178839273069375
BEND7	0.95	0.982884014855497	13	0.133946808370527	25	0.0168166325198884	0.0303499594888139
PRPF18	NA	NA	NA	NA	0	NA	NA
RP11-295P9.3	0.95	0.835196752872571	26	0.122852690976356	22	0.169002238478336	8.3868053784095e-13
FRMD4A	0.95	0.992724571250157	12	0.144620375952263	21	0.00751133529709041	0.148778588803117
FAM107B	0.95	1.00233827054728	3	0.171724335367238	4	0.00130106748987926	0.548517315596604
CDNF	NA	NA	NA	NA	0	NA	NA
HSPA14	0.95	0.954976985984864	20	0.124610382384756	20	0.0427236827590418	0.000511580549761367
SUV39H2	NA	NA	NA	NA	0	NA	NA
DCLRE1C	NA	NA	NA	NA	0	NA	NA
MEIG1	NA	NA	NA	NA	0	NA	NA
OLAH	NA	NA	NA	NA	0	NA	NA
ACBD7	NA	NA	NA	NA	0	NA	NA
C10orf111	0.95	0.989786749527122	8	0.185941351035772	2	0.00670502321003248	0.172603205518463
RPP38	NA	NA	NA	NA	0	NA	NA
NMT2	0.95	0.936741705140967	13	0.19702256307295	3	0.0792675207900442	1.76495707075342e-06
FAM171A1	0.95	1.00115514083583	11	0.130805072472859	16	0.00525908201725649	0.227252293193735
ITGA8	NA	NA	NA	NA	0	NA	NA
FAM188A	NA	NA	NA	NA	0	NA	NA
PTER	0.95	0.849080192999641	23	0.133158148770138	19	0.154570872275808	9.50172609790148e-12
C1QL3	0.95	0.52117581355684	36	0.147734556335024	2	0.493012094165063	9.42889013587319e-43
RSU1	0.95	0.968163327493767	14	0.192468089428331	6	0.0284264548801142	0.00474581442294595
CUBN	0.95	0.96154535843286	18	0.151522556499503	12	0.0352947783087734	0.00162124919679089
TRDMT1	0.95	0.965571622278303	13	0.173715073936872	4	0.033372184762821	0.00218773369313602
VIM	NA	NA	NA	NA	0	NA	NA
ST8SIA6	0.95	0.982737356571806	16	0.107017494197067	29	0.019583960930024	0.0193598409670424
PTPLA	NA	NA	NA	NA	0	NA	NA
STAM	0.95	0.886789177406291	28	0.117316616864504	14	0.110801867453492	1.20955890256429e-08
TMEM236	0.95	0.998914865136459	7	0.189552109884849	1	0.000130292290153814	0.849457216716521
MRC1L1	0.95	0.880395951174748	25	0.140175320829701	10	0.120887782117844	2.39104315888611e-09
TMEM236	0.95	0.997212615974849	5	0.198444905989954	1	0.000247042094194751	0.793805102224686
MRC1	0.95	0.702271180020991	35	0.1202832199601	22	0.303080883739308	1.64732463442548e-23
SLC39A12	0.95	0.846072552285526	27	0.125616922246349	11	0.15679650918105	6.5504733111009e-12
CACNB2	NA	NA	NA	NA	0	NA	NA
NSUN6	0.95	0.778809265917639	26	0.145209344972008	11	0.232394619012033	1.2128608077666e-17
ARL5B	NA	NA	NA	NA	0	NA	NA
C10orf112	0.95	0.860013479403738	29	0.0865685987469615	51	0.137364916615777	1.63736038616748e-10
PLXDC2	0.95	0.99541987372607	11	0.151383096311646	10	0.00344085863829977	0.328946685816496
NEBL	0.95	0.998432739068921	7	0.18649853339505	1	0.000567573781421873	0.691953271175076
C10orf113	0.95	0.975227394427124	12	0.134887323489637	8	0.0215362558120589	0.014145753913923
CASC10	NA	NA	NA	NA	0	NA	NA
SKIDA1	NA	NA	NA	NA	0	NA	NA
MLLT10	NA	NA	NA	NA	0	NA	NA
DNAJC1	NA	NA	NA	NA	0	NA	NA
EBLN1	NA	NA	NA	NA	0	NA	NA
COMMD3	0.95	0.999756365378112	8	0.160342100614308	7	0.000339909243191636	0.759150980799823
BMI1	NA	NA	NA	NA	0	NA	NA
SPAG6	NA	NA	NA	NA	0	NA	NA
PIP4K2A	0.95	0.988494294681092	12	0.15281702824893	8	0.00918424203314138	0.11021163721721
ARMC3	0.95	1.0021346181886	6	0.183008394812906	1	0.000810766174747902	0.635806856556634
